Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20
,Paraibano,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,10,10,10,23,28,28,28,28,29,30,35,36,36,37,38,44,44,44,45,45,45,45,56,56,57,57,57,57,57,57,71,71,71,71,74,83,85,99,101,101,102,102,114,116,127,132,133,133,133,133,153,171,171,172,172,172,178,178
,Parnarama,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,7,7,7,7,7,8,8,8,8,8,9,9,16,16,16,16,16,19,19,19,19,21,21,23,26,26,26,26,26,26,36,46,56,56,56,56,60,60,64,64,67,67,67,68,87,90,97,97,102,102,105,108,113,122
,Passagem Franca,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,44,44,44,44,44,44,44,44,44,44,44,48,56,56,57,70,70,70,70,70,70,71,72,72,74,74,74,74,74,75,76,76,76,76,76,76,76,76
,Pastos Bons,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,5,5,12,14,14,17,17,17,18,19,20,20,20,20,20,20,21,21,24,24,24,24,28,28,28,32,32,34,35,35,35,35,36,37,41,41,42,42,43,44,45,46,47,47,53,53,59,62,62
,Paulino Neves,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,3,4,7,10,10,10,10,12,14,14,19,19,27,31,33,40,46,51,51,57,62,68,70,73,73,73,76,80,80,83,83,83,83,83,91,94,95,97,99,99,99,101,101,101,101,101,101,101,101,102,102,103,103,103,104,105,107,109,114,114,114,114,117,117,121
,Paulo Ramos,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,17,36,36,36,36,36,36,77,77,78,78,78,79,79,79,80,80,151,151,217,218,218,218,275,280,285,290,295,301,301,323,329,329,329,329,329,329,330,385,386,386,386,386,441,442,442,442,443,485,485,485,490,493,493,495,499,512,512
,Pedreiras,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,5,6,6,6,12,12,23,26,26,26,82,85,103,104,105,106,107,107,110,113,113,116,116,116,118,125,127,448,508,508,580,581,581,581,611,611,615,615,675,695,702,702,702,748,749,779,780,797,797,845,847,876,894,923,961,976,1005,1040,1095,1101,1107,1113,1119,1125,1131,1141,1142,1161,1164,1181,1182,1196,1207,1207,1207,1207,1250,1253,1260
,Pedro do Rosario,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,5,5,6,6,6,8,8,8,8,8,18,18,18,19,19,19,19,19,19,50,50,73,73,73,73,73,73,73,74,74,74,75,75,75,75,75,76,76,76,76,76,76,76,80,80,80,80,80,80,80,80,83,84,84,84,84,85,85,85,85,85,86,86,86,86,86
,Penalva,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,4,4,4,4,5,6,27,28,49,49,49,50,82,83,83,83,84,84,84,84,84,85,115,115,116,116,116,116,116,116,117,118,118,134,144,148,164,168,169,170,170,170,178,181,181,181,181,181,181,182,182,184,189,190,190,190,190,192,192,196,196,196,196,197,198,198,199
,Peri Mirim,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,10,10,14,14,22,22,22,24,26,30,30,30,35,35,38,38,45,45,60,66,66,66,66,82,82,82,82,82,82,82,83,106,106,106,106,110,114,118,120,122,129,129,129,131,131,131,131,137,137,137,137,139,140,148,151,151,151,151,153,153,153,153,153,153,153,155,157,158
,Peritoro,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,6,6,9,9,9,13,13,13,19,19,25,26,32,35,56,56,76,78,116,116,141,164,185,192,206,208,208,230,237,248,248,256,284,286,287,287,287,288,289,290,297,297,297,301,301,301,301,301,304,306,306,307,316,316,318,318,318,318,319,319,319,319,319,319,319,319,319,319
,Pindare-Mirim,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,4,10,12,12,12,21,21,21,22,29,41,42,42,42,42,43,43,46,46,46,47,47,48,48,49,50,57,57,57,58,58,58,58,58,59,59,183,183,184,184,278,284,295,299,301,309,312,312,325,336,388,388,388,394,407,431,435,437,454,458,467,471,483,489,491,493,495,497,500,503
,Pinheiro,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,17,25,30,43,52,62,77,93,103,103,103,117,131,133,135,137,188,209,210,229,230,230,231,234,276,276,277,279,279,283,283,283,304,315,344,344,344,345,349,349,349,543,546,546,546,548,548,552,552,552,553,554,554,557,560,560,560,560,560,699,990,1045,1101,1114,1152,1178,1209,1209,1237,1274,1274,1299,1339,1341,1356,1372
,Pio XII,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,8,10,11,15,15,19,19,25,25,25,25,25,25,25,44,44,81,99,128,152,180,194,194,194,202,203,204,228,265,298,304,370,371,372,372,373,374,378,392,442,489,502,502,502,540,569,572,578,595,595,596,597,598,609,616,616,616,616,619,628,634,634,699,699,699,730,750,750
,Pirapemas,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,6,7,7,7,12,12,21,21,22,29,30,40,40,40,40,54,54,54,103,140,148,160,183,183,184,184,184,184,203,203,203,208,209,210,211,211,211,211,212,213,217,220,221,221,221,223,225,225,226,228,228,228,229,230,234,234,234,234,235,236,237,237,237,237,237,237,238,238,240
,Pocao de Pedras,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,8,10,10,14,14,22,22,27,27,51,76,82,103,103,103,103,119,130,131,131,144,157,157,157,158,159,161,163,165,174,186,202,214,214,217,235,238,244,264,270,270,270,272,274,275,285,295,295,295,295,316,324,332,333,333,333,337,337,339
,Porto Franco,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,4,4,5,5,8,8,8,8,8,13,13,13,13,14,19,19,19,19,24,29,29,39,39,41,48,53,53,53,53,53,53,73,73,90,90,90,95,111,113,113,113,114,134,152,155,168,168,170,178,182,195,203,209,209,210,223,231,231,240,250,250,250,263,264,286,287,287,287,287,298,313,318
,Porto Rico do Maranhao,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,5,5,7,7,7,7,7,7,7,7,13,13,14,14,14,14,14,15,15,15,15,15,18,18,29,29,29,29,29,37,37,37,37,37,37,37,37,37,37,37,38,38,38,50,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,81,81,81,81,81,81,86
,Presidente Dutra,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,8,9,9,9,9,18,19,20,50,50,55,63,63,79,80,86,86,86,104,110,138,138,140,166,167,167,167,191,196,206,208,208,208,219,255,269,286,288,309,326,354,437,450,451,452,454,476,498,504,535,544,555,555,576,621,624,638,656,680,680,684,689,729,752,754,755,774,804,815,843,861,886,886,886,886,886,936
,Presidente Juscelino,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,4,4,8,8,8,8,8,8,9,14,16,16,16,16,17,17,17,18,18,18,18,18,18,18,18,18,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,23,23,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27
,Presidente Medici,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,16,16,16,16,26,26,26,26,26,26,26,26,26,26,26,29,29,29,29,29,29,29,29,29,29,30,31,31,31,50,63,74,91,109,127,127,127,133,140,147,147,150,154,158,160,166,168,168,168,168,168,169,169,171
,Presidente Sarney,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,5,5,8,8,8,9,9,19,19,19,19,19,28,28,39,53,61,65,65,65,65,74,84,84,89,93,98,103,103,103,103,103,115,115,115,115,115,115,128,128,128,135,140,143,143,143,143,143,143,144,146,154,154,154,155,155,159,159,159,160,164,164,164,167,167,167
,Presidente Vargas,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,9,9,9,9,18,18,18,19,19,19,20,20,20,24,24,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,36,37,37,37,37,37,37,38,38,38
,Primeira Cruz,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,9,11,11,11,12,12,12,13,14,14,14,19,19,19,19,19,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,33,35,35,35,35,35,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
,Raposa,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,4,4,4,5,7,8,10,11,11,11,11,11,12,13,13,14,14,14,19,20,20,25,26,28,28,29,29,31,32,33,34,34,42,42,43,44,47,47,49,49,54,59,60,72,78,79,79,79,79,92,98,99,100,100,103,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,107,107,107,107,107,107,108,108,108,110,110,110,112,112,112,112,112,112,112
,Riachao,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,3,5,9,9,9,10,10,10,10,11,12,12,12,12,12,12,12,12,13,13,13,13,13,13,14,14,16,16,16,18,18,20,20,20,20,20,20,25,31,31,31,32,40,50,50,50,50,50,50,50,62,62,63,64,64,66,66,71
,Ribamar Fiquene,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,13,53,53,66,69,69,69,85,88,91,91,91,92,99,101,102,102,110,110,111,111,117,118,118,119,119,119,119,120,120,122,123,123,123,123,123,123,124,125,125,125,126,126,126,126,126,126,126,126,126,126
,Rosario,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,6,8,9,10,10,10,10,10,11,15,15,15,17,17,22,23,23,27,27,29,30,30,31,47,48,49,50,71,86,110,116,121,137,141,143,144,153,154,154,154,156,167,176,178,178,178,187,190,194,196,196,201,203,203,204,204,209,209,209,209,215,216,216,216,216,218,218,219,225,254,255,268,268,268,270,270,287,292,295,298,309,315,321,339
,Sambaiba,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5
,Santa Filomena do Maranhao,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,11,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,18,18,21,21,21,21,22,23,23
,Santa Helena,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,20,28,37,37,37,41,45,46,46,46,46,130,130,130,130,130,130,130,131,162,250,251,251,251,251,411,411,450,450,543,543,637,724,789,789,804,819,835,851,902,902,902,931,931,931,931,968,968,1038,1049,1077,1077,1077,1077,1083,1083,1083,1083,1084,1084,1087,1088,1090,1116,1123,1133,1133,1136,1136,1151
,Santa Ines,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,12,12,19,24,27,28,30,37,46,55,74,78,93,108,132,163,201,203,203,292,292,293,472,480,561,756,756,911,1022,1303,1476,1591,1740,1740,1875,1993,2099,2177,2387,2456,2605,2694,2780,2830,2881,2933,2934,3051,3051,3115,3181,3229,3229,3233,3262,3313,3390,3391,3393,3395,3397,3424,3485,3532,3553,3559,3563,3580,3595,3618,3682,3692,3708,3727,3751,3784,3811,3821
,Santa Luzia,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,4,11,11,11,14,14,14,22,22,23,24,24,24,24,32,33,33,41,41,66,80,81,81,82,99,99,99,99,100,101,177,196,196,239,268,281,299,438,610,729,903,952,982,997,1071,1150,1234,1299,1321,1321,1327,1408,1452,1500,1529,1536,1538,1551,1602,1611,1662,1695,1711,1711,1737,1781,1802,1845
,Santa Luzia do Parua,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,6,8,9,9,9,9,9,9,9,9,9,9,10,11,11,11,11,11,11,11,11,12,12,12,13,137,137,137,137,137,137,137,137,137,137,137,138,138,138,138,138,138,138,138,138,205,205,205,207,219,241,241,241,241,241,257,263,270,270,270,270,270,271,271,271
,Santa Quiteria do Maranhao,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,8,8,9,13,14,16,23,30,31,31,38,47,71,71,71,91,92,103,106,107,128,150,163,191,199,199,199,233,239,248,254,255,255,255,256,256,257,258,261,265,265,275,287,298,298,300,305,318,330,344,344,344,345,346,349,357,367,367,367,367,367,367,370,372,435,435,435,437,437,441
